dob,fighter_id,height,n_draw,n_loss,n_win,name,reach,sig_str_abs_pM,sig_str_def_pct,sig_str_land_pM,sig_str_land_pct,stance,sub_avg,td_avg,td_def_pct,td_land_pct,weight
"May 17, 1975",1eacf73d6a0055dc,"6' 4""",2,10,27,Cheick Kongo,"82""",1.28,0.54,3.33,0.56,Orthodox,0.2,2.3,0.52,0.56,240 lbs.
"Feb 08, 1989",a851c35f58199231,"5' 4""",0,3,6,Syuri Kondo,"66""",7.22,0.58,5.4,0.44,Orthodox,0.3,0.0,0.83,0.0,115 lbs.
"Jul 17, 1975",1fe7adb23b3eedfb,"5' 11""",9,33,60,Yuki Kondo,--,2.57,0.51,1.14,0.42,Southpaw,0.5,0.76,0.37,0.41,183 lbs.
"Nov 26, 1974",5f6038bcdb95e3e4,"5' 11""",0,9,15,John Kolosci,--,0.85,0.5,0.21,0.2,Orthodox,0.0,0.0,0.0,0.0,185 lbs.
"Mar 06, 1970",b76ed59283d3559c,"5' 11""",2,19,27,Tsuyoshi Kohsaka,--,4.41,0.54,1.88,0.38,Orthodox,0.4,1.32,0.33,0.2,225 lbs.
"Jul 16, 1976",5717efc6f271cd52,"5' 9""",1,4,8,Charlie Kohler,--,4.31,0.46,0.81,0.33,Orthodox,4.0,0.0,0.0,0.0,155 lbs.
"May 26, 1964",13c4313ed0f744f3,"5' 9""",0,15,12,Brad Kohler,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,220 lbs.
--,44c233770075cea1,"5' 6""",0,0,1,Shingo Kohara,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,135 lbs.
--,6d8ef8706781c49e,"6' 1""",0,1,4,Sokun Koh,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,205 lbs.
"Oct 04, 1988",99bd87a300079ed9,"5' 10""",0,6,16,Erik Koch,"71""",2.82,0.47,2.33,0.42,Southpaw,1.0,1.02,0.81,0.42,170 lbs.
"Feb 25, 1983",c398235fcaf8d71d,"5' 6""",1,3,19,Kelly Kobold,--,4.11,0.59,2.33,0.21,Orthodox,0.0,1.67,0.0,0.11,135 lbs.
"Oct 28, 1988",a02652d063ef5baa,"5' 8""",4,4,21,Isao Kobayashi,--,1.66,0.45,1.01,0.33,,0.0,2.17,1.0,1.0,145 lbs.
"Apr 03, 1988",5da33b8fbfa5ee95,"5' 10""",0,1,7,William Knight,--,3.84,0.34,6.66,0.76,Orthodox,0.0,4.12,0.5,0.57,205 lbs.
"Jul 14, 1992",bb1a2cdad6ff34db,"5' 10""",0,5,20,Jason Knight,"71""",3.02,0.51,2.95,0.33,Orthodox,1.7,1.31,0.47,0.31,145 lbs.
"Jul 05, 1984",1fac46d466abd5b8,"5' 10""",1,7,12,Kevin Knabjian,--,15.56,0.22,0.0,0.0,Orthodox,0.0,0.0,1.0,0.0,170 lbs.
"Feb 27, 1984",02f0e04acf102ea9,"6' 2""",3,22,18,Michael Knaap,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,220 lbs.
"Mar 09, 1988",7cbf7c78d3b34218,"5' 9""",1,2,11,Drakkar Klose,"70""",3.64,0.53,3.89,0.53,Orthodox,0.0,1.56,0.68,0.3,155 lbs.
--,bc3876891e155bb5,--,0,1,6,Stefan Klever,--,3.84,0.58,0.82,0.5,Orthodox,0.0,0.0,0.0,0.0,185 lbs.
"Jul 25, 1973",8ad022dd81224f61,"6' 2""",0,4,8,Seth Kleinbeck,--,2.42,0.4,2.55,0.33,,0.0,0.98,0.9,0.25,185 lbs.
"Feb 04, 1980",e2ac5bb645f33088,"5' 6""",9,14,40,Satoru Kitaoka,--,2.15,0.45,0.68,0.33,,2.1,0.62,0.27,0.1,154 lbs.
"Oct 12, 1963",2a6f8136da1e52c0,"6' 7""",0,2,1,Koji Kitao,--,0.0,0.0,0.0,0.0,Southpaw,0.0,0.0,0.0,0.0,350 lbs.
"Apr 13, 1988",928ae2e5b5f7a9ec,"5' 5""",0,2,7,Justine Kish,"64""",3.73,0.62,4.28,0.49,Orthodox,0.2,1.0,0.55,0.35,125 lbs.
--,51d2aaaca56e5b40,"5' 8""",0,4,5,Yurij Kiseliov,--,0.0,0.0,4.88,0.87,Orthodox,0.0,0.0,0.5,0.0,185 lbs.
"Apr 13, 1994",c7d7fda69ec410d3,"5' 10""",0,3,9,Kamuela Kirk,"75""",12.25,0.21,5.31,0.57,Switch,0.0,2.89,1.0,0.4,145 lbs.
"Mar 22, 1982",b959e8c7fd8390d2,"6' 4""",0,6,11,Kyle Kingsbury,"79""",3.81,0.51,2.97,0.4,Orthodox,0.0,2.64,0.52,0.41,205 lbs.
"Aug 04, 1983",564c2f5f9eb45d67,"6' 3""",0,1,5,Mike King,--,1.29,0.72,4.44,0.58,,3.5,1.75,0.4,0.25,185 lbs.
"Jul 08, 1970",c7ac79839e86ce33,"5' 11""",0,3,6,Taiei Kin,--,1.33,0.52,2.71,0.6,Orthodox,0.0,0.0,0.55,0.0,185 lbs.
"May 21, 1989",fe91d254db77a7fc,"5' 7""",0,3,11,Dustin Kimura,"71""",3.82,0.51,1.33,0.21,Orthodox,2.2,0.93,0.5,0.37,135 lbs.
"Jan 30, 1981",054defd5420a551f,"5' 10""",0,9,25,Rob Kimmons,"73""",4.79,0.38,1.86,0.48,Orthodox,2.4,2.08,0.25,0.46,185 lbs.
"Jan 03, 1991",917a5cb9821df261,"6' 0""",0,8,15,Jeremy Kimball,"72""",3.84,0.49,2.81,0.46,Switch,0.0,1.41,0.5,0.2,205 lbs.
"Oct 18, 1989",a20f234df70f2182,"5' 7""",2,2,9,Ji Yeon Kim,"72""",4.74,0.59,4.49,0.33,Orthodox,0.0,0.0,0.4,0.0,125 lbs.
"Mar 03, 1978",dba230fe33011201,"5' 7""",3,11,23,Jong Man Kim,--,3.0,0.6,1.33,0.21,Orthodox,0.0,0.0,0.0,0.0,139 lbs.
"Jan 22, 1975",831b937811804dad,"6' 1""",0,7,3,Min Soo Kim,--,3.48,0.2,0.87,1.0,Southpaw,0.0,0.0,0.0,0.0,255 lbs.
--,9e0f28d1f639ad73,"5' 7""",0,1,0,Jong Won Kim,--,3.28,0.63,0.84,0.15,Orthodox,0.0,2.81,0.0,1.0,139 lbs.
--,380e8b023290d091,"6' 1""",0,23,13,Jong Wang Kim,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,240 lbs.
--,354808cf38d9d73c,"5' 11""",0,7,11,Dae Won Kim,--,2.51,0.36,1.75,0.32,Orthodox,0.0,3.43,0.0,0.42,180 lbs.
--,8d04923f2db59b7f,"5' 9""",0,4,0,Jin Oh Kim,--,8.43,0.5,5.06,0.25,Orthodox,0.0,0.0,0.66,0.0,205 lbs.
"Nov 17, 1981",9bcf8603ceb25680,"6' 2""",1,4,22,Dong Hyun Kim,"76""",1.89,0.58,2.12,0.49,Southpaw,0.6,2.93,0.71,0.43,170 lbs.
"Jun 28, 1995",637bd06c32219f0b,"5' 9""",0,3,8,Jacob Kilburn,"72""",7.26,0.17,0.77,0.55,Orthodox,0.0,0.0,0.0,0.0,145 lbs.
"Sep 10, 1971",e4bde462b043d3e1,"5' 9""",3,9,31,Sanae Kikuta,--,0.9,0.52,0.7,0.45,Orthodox,1.8,1.6,0.25,0.63,200 lbs.
"Oct 31, 1981",44470bfd9483c7ad,"5' 8""",2,8,24,Katsunori Kikuno,"66""",2.47,0.61,2.64,0.4,Orthodox,0.8,1.88,0.76,0.75,145 lbs.
"Jul 23, 1978",9c37681096c6f3a9,"5' 8""",0,4,16,Akira Kikuchi,--,0.4,0.14,3.67,0.56,Orthodox,0.0,2.0,1.0,0.4,155 lbs.
"Dec 08, 1991",91dac5e69e28d5b5,"5' 7""",0,5,14,Pannie Kianzad,"66""",3.72,0.58,4.85,0.45,Orthodox,0.3,0.29,0.92,0.2,135 lbs.
"Jul 17, 1988",3929efe0c0a83d07,"5' 8""",0,3,8,Alfred Khashakyan,"70""",6.38,0.4,6.14,0.42,Orthodox,0.0,3.54,0.0,0.25,135 lbs.
"Aug 18, 1980",0693b2eab79198ea,"6' 0""",0,6,26,Sergei Kharitonov,--,3.03,0.54,3.9,0.44,Orthodox,1.0,1.16,0.7,0.53,245 lbs.
"May 19, 1992",90da09db03e41748,"6' 1""",1,6,27,Sergey Khandozhko,"74""",1.7,0.6,2.83,0.42,Orthodox,0.0,0.5,0.64,0.16,170 lbs.
"Apr 16, 1984",1aba18b5f15d4956,"6' 0""",0,0,6,Adam Khaliev,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
"Nov 04, 1986",9b7694d064a8a0ad,"5' 8""",0,4,24,Rustam Khabilov,"73""",2.16,0.65,1.98,0.34,Orthodox,0.1,3.95,0.61,0.41,155 lbs.
--,b84f34b425dfd24b,--,0,9,11,Ron Keslar,--,2.05,0.6,0.0,0.0,,7.7,0.0,1.0,0.0,185 lbs.
"Oct 21, 1982",ef61d9f5176b3200,"5' 10""",0,3,9,Will Kerr,"69""",6.22,0.33,1.91,0.42,Orthodox,14.3,0.0,0.0,0.0,155 lbs.
"Dec 21, 1968",a7b48e18ca27795d,"6' 3""",0,11,15,Mark Kerr,--,0.89,0.28,0.28,0.41,Switch,0.4,2.92,0.0,0.77,266 lbs.
--,c1e4ae143cce7398,--,0,22,11,Aurelijus Kerpe,--,8.21,0.31,1.26,0.16,Orthodox,0.0,0.0,0.0,0.0,--
"Mar 20, 1991",e7bba7ce4d6c7b07,"5' 7""",1,2,14,Casey Kenney,"68""",3.31,0.56,3.66,0.42,Southpaw,0.8,1.35,0.53,0.5,135 lbs.
--,9b8a73b59be8d786,"6' 0""",0,2,6,Waylon Kennell,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Sep 16, 1992",68f6e96c5fa6e044,"5' 11""",0,1,11,Jeremy Kennedy,"71""",2.58,0.47,2.22,0.46,Orthodox,0.0,5.73,0.66,0.52,145 lbs.
"Mar 07, 1983",185fb0200a4605e6,"5' 11""",0,8,24,Steve Kennedy,--,5.52,0.45,2.28,0.35,Orthodox,0.0,2.51,0.0,0.33,170 lbs.
"Sep 01, 1979",3c660c90d48fc80d,"5' 11""",0,6,18,Tim Kennedy,"74""",1.84,0.62,2.78,0.47,Orthodox,0.7,2.58,0.7,0.35,185 lbs.
"Oct 31, 1977",bdcbb976816fd256,"6' 0""",0,4,13,Daniel Kelly,"70""",4.64,0.61,3.62,0.38,Southpaw,0.3,1.86,0.78,0.34,185 lbs.
"Aug 02, 1978",ace83095105dd205,"5' 9""",0,4,5,John Kelly,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
"Sep 12, 1984",aac5ac38148f0528,"5' 9""",0,5,14,Paul Kelly,"70""",2.61,0.59,3.22,0.37,Orthodox,1.5,1.34,0.3,0.6,155 lbs.
"Jul 07, 1981",c788481ae19e798d,"5' 5""",0,1,7,Mayana Kellem,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,135 lbs.
"Aug 19, 1986",7be14eaed4c74856,"5' 6""",0,11,21,Brian Kelleher,"66""",6.0,0.53,4.48,0.4,Switch,0.6,1.21,0.76,0.25,145 lbs.
"Feb 21, 1981",56c9acc4e86046a2,"5' 7""",0,3,9,Chris Kelades,"68""",2.64,0.48,2.4,0.43,Orthodox,0.3,1.04,0.53,0.18,125 lbs.
"Aug 09, 1986",c0eecd851dbf3146,"6' 0""",0,4,8,CJ Keith,--,1.82,0.5,0.86,0.5,Orthodox,0.0,0.0,0.62,0.0,155 lbs.
"Jun 15, 1985",a72b20136239ba39,"5' 10""",0,2,6,Ryan Keenan,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
"Mar 18, 1981",981ab7a0576f76a0,"5' 5""",0,13,16,Julie Kedzie,--,3.18,0.46,2.9,0.36,Orthodox,0.0,1.14,0.78,0.23,135 lbs.
--,547c5611bd366988,--,0,0,0,Doug Kay,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,--
"Jun 29, 1981",9e91d7fd2720e241,"5' 11""",4,9,18,Ryo Kawamura,--,3.93,0.39,0.6,0.16,Orthodox,0.0,0.0,0.06,0.0,205 lbs.
"May 08, 1978",80d918336163b80c,"5' 7""",2,11,36,Tatsuya Kawajiri,"69""",2.01,0.5,2.04,0.44,Orthodox,1.1,3.63,0.63,0.48,145 lbs.
"Aug 26, 1997",58d42b9e920b25fc,"6' 0""",0,1,4,Canaan Kawaihae,--,5.4,0.34,2.33,0.72,Southpaw,0.0,0.0,1.0,0.0,145 lbs.
"Aug 14, 1980",fa2320781bfe4f49,"6' 0""",0,12,18,Yusuke Kawaguchi,--,3.93,0.5,2.87,0.47,,0.0,0.0,0.72,0.0,255 lbs.
"Sep 20, 1985",36df8e119aec6175,"5' 5""",0,4,18,Sarah Kaufman,"66""",4.0,0.62,6.65,0.46,Orthodox,0.0,0.38,0.81,0.57,135 lbs.
"Mar 26, 1988",751de04455cfaac0,"5' 11""",0,4,22,Calvin Kattar,"72""",5.66,0.56,5.01,0.41,Orthodox,0.0,0.47,0.88,0.37,145 lbs.
"Dec 19, 1991",7b433309b0fd12aa,"5' 6""",0,2,8,Brad Katona,"64""",2.98,0.57,3.33,0.51,Orthodox,0.0,1.25,0.47,0.22,135 lbs.
"Sep 17, 1982",ebf1c247b2cba375,"6' 0""",0,2,8,Hisaki Kato,--,1.72,0.68,2.8,0.48,,0.0,1.62,0.0,1.0,185 lbs.
--,542db012217ecb83,--,0,10,20,Tetsuji Kato,--,2.1,0.7,1.2,0.29,Orthodox,0.5,2.0,0.8,0.57,155 lbs.
"Nov 16, 1989",3058888c33149a53,"5' 7""",0,3,9,Yusuke Kasuya,--,4.34,0.48,2.17,0.44,Southpaw,0.0,1.36,0.0,0.33,155 lbs.
"Nov 15, 1995",6e7506127408aa9e,"5' 5""",0,2,5,Nadia Kassem,"66""",4.48,0.48,3.13,0.41,Southpaw,2.8,0.46,0.4,0.33,125 lbs.
"Jan 17, 1994",257b0c8d6f199895,"5' 11""",0,0,6,Impa Kasanganay,"75""",2.6,0.46,4.8,0.62,Orthodox,0.0,2.0,0.57,1.0,185 lbs.
"Sep 20, 1977",e361e5c858af6ff1,"5' 8""",0,6,10,Alex Karalexis,"66""",2.39,0.54,2.57,0.42,Orthodox,0.9,2.7,0.86,0.45,155 lbs.
"May 29, 1985",43292ecf0e72c143,"5' 8""",1,7,26,Georgi Karakhanyan,--,5.0,0.54,4.49,0.39,,1.9,1.41,0.33,0.5,145 lbs.
"Mar 26, 1993",853eb0dd5c0e2149,"5' 4""",0,8,21,Kai Kara-France,"69""",3.79,0.67,5.27,0.38,Orthodox,0.0,0.6,0.9,0.25,125 lbs.
"Nov 16, 1979",5669b828e7e11329,"5' 7""",0,4,3,David Kaplan,--,4.32,0.67,2.88,0.46,Orthodox,0.7,4.88,0.0,0.43,155 lbs.
"Nov 14, 1993",5d1b7e3dd9e11074,"5' 6""",0,4,15,Manel Kape,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,125 lbs.
"Sep 09, 1987",a7897d200692ab64,"5' 9""",0,8,17,Kyung Ho Kang,"73""",2.43,0.58,2.52,0.44,Orthodox,1.1,2.53,0.71,0.59,135 lbs.
"Sep 17, 1977",3c241737a6069b9f,"5' 11""",2,16,35,Denis Kang,"77""",1.65,0.67,2.27,0.35,Orthodox,1.2,2.51,0.38,0.65,185 lbs.
--,5345f86680378fc1,"6' 0""",0,3,0,Ken Kaneko,--,0.94,0.42,0.0,0.0,Orthodox,3.5,0.0,0.0,0.0,161 lbs.
"Nov 19, 1982",f3a078277b3b8ff4,"5' 7""",5,12,26,Masanori Kanehara,"67""",1.63,0.62,1.88,0.49,Orthodox,0.9,1.44,0.63,0.5,135 lbs.
"Oct 05, 1970",eda579d906cf0ca2,"5' 10""",5,27,19,Hiromitsu Kanehara,--,4.39,0.4,0.76,0.22,Orthodox,0.4,0.0,0.4,0.0,200 lbs.
"Jun 20, 1987",efd2b3e9bb7965a4,"5' 7""",0,3,5,Bharat Kandare,"72""",1.88,0.72,0.7,0.1,Orthodox,0.0,0.0,0.0,0.0,135 lbs.
"Apr 17, 1982",8b69839f3555a67b,"6' 0""",0,7,20,Martin Kampmann,"72""",3.28,0.62,3.22,0.42,Orthodox,2.0,1.86,0.78,0.41,170 lbs.
--,9336e86cfd4ceaa1,"5' 11""",1,20,12,Bryson Kamaka,--,12.63,0.0,9.47,0.6,Orthodox,0.0,0.0,1.0,0.0,170 lbs.
--,304fcd812f12c589,"6' 1""",0,9,4,Geza Kalman,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200 lbs.
"Oct 03, 1989",2525a853486ee670,"5' 5""",0,5,12,Sirwan Kakai,--,4.63,0.62,3.57,0.41,Orthodox,0.0,4.0,0.83,0.42,135 lbs.
"Jan 03, 1981",00a35c92b03992b0,"5' 8""",0,0,12,Oron Kahlon,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,145 lbs.
"Jul 14, 1981",c1ea9d56cd953586,"5' 3""",0,3,3,Emily Kagan,--,5.29,0.38,2.6,0.36,,0.0,1.86,0.5,0.14,115 lbs.
--,b180f05acb24d430,"5' 9""",0,2,1,Patrick Kaase,--,0.53,0.5,4.4,0.67,,0.0,0.0,0.5,0.0,185 lbs.
--,edfe95e3c33a4bf8,"5' 10""",0,10,17,Adam Lynn,--,6.95,0.1,1.47,0.63,Orthodox,0.0,0.0,0.5,0.0,155 lbs.
--,710d93f1508f7104,"5' 10""",0,2,5,Stevie Lynch,--,7.06,0.41,2.47,0.25,Orthodox,0.0,0.0,0.0,0.0,170 lbs.
"Jun 25, 1993",5a4913108a3b9190,"5' 8""",0,6,16,Zhenhong Lv,"67""",0.0,0.0,0.0,0.0,Switch,0.0,0.0,0.0,0.0,145 lbs.
"Jul 12, 1994",7832f2f62f04178f,"5' 8""",0,1,9,Tucker Lutz,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"May 12, 1973",622f015c81a9b13a,"5' 11""",0,6,10,Travis Lutter,"75""",2.42,0.42,0.41,0.32,Orthodox,0.7,1.95,0.3,0.24,185 lbs.
--,505934897b8b4824,"6' 3""",0,1,0,Thaddeus Luster,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,210 lbs.
"Nov 27, 1991",6d4b63c767106d3a,"5' 11""",1,7,19,Vicente Luque,"75""",5.82,0.52,5.72,0.53,Orthodox,0.8,0.68,0.64,0.5,170 lbs.
"Sep 03, 1974",4887e5bc4dbb73ff,"6' 0""",0,4,14,Alexandru Lungu,--,7.22,0.4,3.61,0.66,Orthodox,0.0,0.0,0.0,0.0,385 lbs.
"Jul 31, 1987",ce632027bf2a871b,"5' 8""",0,2,10,Dalcha Lungiambula,"76""",2.69,0.41,1.79,0.55,Orthodox,0.0,2.83,0.66,0.5,205 lbs.
"Jul 24, 1979",e26882820f9e8df5,"5' 8""",0,3,8,Mike Lullo,--,4.84,0.4,2.48,0.36,Orthodox,0.6,1.18,0.0,0.11,145 lbs.
"Aug 04, 1978",84ac950d4c1722dd,"5' 10""",0,14,21,Duane Ludwig,"70""",3.05,0.57,4.62,0.44,Orthodox,0.1,0.43,0.59,0.25,170 lbs.
--,9bdebbf2735d14c2,"5' 6""",0,6,14,Cleber Luciano,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
--,668222c99c5c311d,"6' 1""",0,3,15,Matt Lucas,--,3.93,0.4,1.27,0.48,,0.0,1.0,0.0,0.1,205 lbs.
--,96087e90d900f0ef,"6' 2""",0,1,0,Robert Lucarelli,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,245 lbs.
"Dec 12, 1989",86248c84834238e7,"5' 10""",0,1,7,Joseph Lowry,--,11.86,0.38,5.93,0.42,Orthodox,0.0,0.0,0.0,0.0,155 lbs.
--,78ac94d54aa7f378,--,0,1,2,Brandon Lowe,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Oct 31, 1980",28f62d866c59c709,"5' 7""",0,7,16,Waylon Lowe,--,2.4,0.53,1.88,0.55,Southpaw,0.3,4.47,0.83,0.55,145 lbs.
--,ad044be25c94dcfd,"6' 3""",0,4,11,Jakob Lovstad,--,9.43,0.35,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,205 lbs.
"Sep 07, 1983",eea0274e153256a0,"5' 8""",0,10,18,Ian Loveland,--,2.36,0.64,2.71,0.4,Orthodox,0.3,1.0,0.69,0.37,145 lbs.
--,e601d71cf8e5be22,--,0,1,4,Rashard Lovelace,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,155 lbs.
"Jul 28, 1980",cbf94e4c4af4ff6d,"6' 2""",0,2,11,Nate Loughran,--,4.11,0.59,1.81,0.4,Orthodox,2.1,0.0,0.0,0.0,185 lbs.
"Dec 05, 1989",b788862dd1c11eac,"5' 10""",0,3,17,Brendan Loughnane,"70""",6.7,0.53,6.23,0.63,Switch,0.0,1.5,0.92,0.3,145 lbs.
"Jun 27, 1989",93b62c5f2ba18e51,"5' 5""",0,5,11,Gustavo Lopez,"67""",4.87,0.42,0.93,0.24,Orthodox,0.0,0.0,0.27,0.0,135 lbs.
"Apr 06, 1994",773f7feacf96153e,"5' 10""",0,1,10,Benito Lopez,"73""",4.8,0.58,4.49,0.44,Switch,0.3,0.0,0.78,0.0,135 lbs.
"Jan 21, 1987",2fc7e9701642ca38,"5' 7""",0,4,10,Matthew Lopez,"69""",3.73,0.55,3.13,0.5,Southpaw,1.3,3.32,0.71,0.6,135 lbs.
"Jan 30, 1986",5148a665aa527865,"5' 10""",0,1,9,Christopher Lopez,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,170 lbs.
"Nov 21, 1988",ee624ee2a18f2a43,"5' 10""",0,5,11,Jorge Lopez,--,2.57,0.5,2.47,0.59,Orthodox,0.0,3.5,0.81,0.41,170 lbs.
--,9681e0ce67dc978b,"5' 4""",0,6,10,Federico Lopez,--,5.35,0.3,1.78,0.23,Orthodox,0.0,0.0,0.0,0.0,139 lbs.
"Jul 30, 1984",6085ceb59087514b,"5' 11""",1,6,13,Steve Lopez,--,2.69,0.62,1.39,0.24,Orthodox,0.0,0.0,0.37,0.0,155 lbs.
--,0db9d2486d564a3c,"5' 6""",1,3,14,Ivan Lopez,--,2.24,0.65,0.9,0.26,Southpaw,0.0,0.0,0.3,0.0,135 lbs.
"Sep 26, 1984",8270c00fae24c922,"5' 5""",0,3,19,Dileno Lopes,--,3.33,0.53,2.37,0.36,,1.5,2.5,1.0,0.31,135 lbs.
"Oct 05, 1979",1f70dd67ad507990,"6' 2""",0,19,29,Lucas Lopes,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,185 lbs.
"Jan 18, 1996",4e30e4250cb08b61,"5' 1""",0,2,4,Loma Lookboonmee,"61""",3.77,0.6,5.07,0.54,Orthodox,0.0,1.0,0.71,0.28,115 lbs.
--,989be26791d0aad4,"5' 9""",0,1,6,Thomas Longacre,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,145 lbs.
"Feb 18, 1978",10e04e5e81f391a0,--,1,37,21,Rocky Long,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,145 lbs.
"Apr 03, 1990",6d6b9a6cb063b60d,"6' 0""",0,2,4,Michael Lombardo,"72""",4.53,0.32,1.6,0.58,Orthodox,0.0,1.0,0.6,0.1,185 lbs.
"Feb 02, 1978",db1f2ed63b54b9a7,"5' 9""",1,10,34,Hector Lombard,"71""",3.35,0.53,3.02,0.46,Southpaw,0.5,1.69,0.77,0.48,185 lbs.
"Dec 17, 1979",22e47b53e4ceb27c,"6' 0""",0,11,23,David Loiseau,"76""",3.64,0.43,1.59,0.44,Orthodox,0.1,0.43,0.36,0.42,185 lbs.
"Jan 24, 1995",4ab36d70d1b28b58,"6' 2""",0,2,4,Christian Lohsen,"77""",6.93,0.44,5.27,0.49,Southpaw,2.0,0.0,0.0,0.0,155 lbs.
"May 23, 1982",d3d1ff3f3dfa0931,"6' 3""",0,5,31,Sean Loeffler,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,185 lbs.
"May 19, 1992",9caa254991a5a698,"5' 9""",0,2,6,Dylan Lockard,"72""",3.31,0.52,1.31,0.53,Orthodox,1.2,2.31,0.28,0.4,145 lbs.
"Aug 11, 1986",02f2a9702ba3d167,"5' 9""",1,15,13,Artem Lobov,"65""",4.82,0.5,3.52,0.41,Southpaw,0.0,0.39,0.52,0.25,145 lbs.
"Feb 26, 1968",31652c9267606d54,"5' 11""",4,9,5,John Lober,--,0.0,0.0,0.0,0.0,Orthodox,0.0,0.0,0.0,0.0,199 lbs.
--,7abce81b72fbbd9b,"5' 7""",3,10,6,Brian Lo-A-Njoe,--,0.0,0.0,3.87,0.42,Orthodox,0.0,0.0,0.66,0.0,155 lbs.
"Sep 04, 1982",6448e57a9533b7e4,"5' 11""",1,9,20,Abner Lloveras,--,6.87,0.43,6.27,0.49,,0.0,2.0,0.0,0.2,155 lbs.
--,008c6e1a25751575,"6' 4""",0,8,4,Wesley Little,--,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,205 lbs.
"Feb 13, 1976",68c6cd5287b473a7,"6' 1""",0,7,13,Dean Lister,"75""",1.89,0.61,1.26,0.35,Orthodox,1.1,1.58,0.5,0.15,185 lbs.
"Jan 26, 1994",6551c64fbcd1a467,"5' 6""",0,5,13,Ariane Lipski,"67""",4.52,0.51,3.34,0.31,Orthodox,0.7,0.32,0.37,1.0,125 lbs.
"Aug 17, 1985",53c943c873cffe90,"6' 2""",0,5,14,Philipe Lins,"78""",3.68,0.49,2.66,0.4,Orthodox,0.0,0.0,0.0,0.0,240 lbs.
"Dec 08, 1973",a780d16cf7eed44d,"6' 2""",0,8,19,Lucio Linhares,--,3.47,0.34,0.99,0.22,Orthodox,1.9,1.86,0.5,0.5,185 lbs.
"Jul 10, 1994",305d73ede05e31ad,"5' 10""",0,1,7,Austin Lingo,"70""",2.07,0.43,0.8,0.19,Orthodox,0.0,1.0,0.5,1.0,145 lbs.
"Jun 12, 1990",c268b2cfebccf652,"5' 3""",0,9,31,John Lineker,"67""",4.27,0.56,5.36,0.4,Orthodox,0.6,0.56,0.67,0.58,135 lbs.
"Jun 21, 1986",33e00249ef08d3a4,"5' 11""",0,7,12,Jake Lindsey,--,4.01,0.46,3.44,0.52,Switch,0.0,0.65,0.5,0.33,155 lbs.
"May 17, 1970",0e041d43a47d2e4b,"6' 0""",0,9,22,Matt Lindland,"74""",1.56,0.52,2.62,0.5,Southpaw,1.3,3.01,0.6,0.48,185 lbs.
--,18c49685296c60e6,--,0,4,2,Miguel Linares,--,8.84,0.36,6.51,0.5,,0.0,0.0,0.0,0.0,--
"Jan 25, 1994",6135fd9665fbb74e,"5' 2""",0,1,7,Mabelly Lima,--,5.67,0.44,3.07,0.63,Orthodox,0.0,0.0,1.0,0.0,135 lbs.
"Jan 05, 1988",264111bf62662fbf,"6' 1""",0,6,29,Douglas Lima,--,2.84,0.6,1.92,0.36,,0.0,0.6,0.46,1.0,170 lbs.
"Jan 31, 1989",e9213f53ddeca978,"6' 2""",0,7,17,Dhiego Lima,"75""",2.96,0.62,2.84,0.4,Orthodox,0.8,1.66,0.66,0.44,170 lbs.
"Mar 15, 1982",75a6a390fd5dca46,"5' 5""",0,5,9,Juliana Lima,"65""",2.11,0.55,1.94,0.44,Orthodox,0.0,1.72,0.7,0.31,115 lbs.
